2016-1; § 13 ophæves.
2016-1715; I § 13, stk. 1, 1. og 2. pkt., § 13, stk. 2, 1. pkt., og § 26, stk. 2, ændres »som sammensat efter § 5, stk. 1, nr. 2,« til: », som behandler sagen i den læge afdeling, jf. § 3, stk. 1, nr. 9,«.
2016-1715; I § 13, stk. 1, 3. pkt., og § 26, stk. 1, ændres »som sammensat efter § 5, stk. 1, nr. 1,« til: », som behandler sagen i en af nævnets afdelinger, jf. § 3, stk. 1, nr. 1-6,«.
2016-1715; I § 16, stk. 2, 1. pkt., og § 26 b, stk. 2, 1. pkt., ændres »jf. dog § 18 b, stk. 2-4,« til: »jf. dog § 21, stk. 2-4,«.
2016-1715; Overalt i loven ændres »Natur- og Miljøklagenævnet« til: »Miljø- og Fødevareklagenævnet«, og »Natur- og Miljøklagenævnets« til: Miljø- og Fødevareklagenævnets«.
2016-1715; I § 80, stk. 1, 1. pkt., ændres »som sammensat efter § 5, stk. 1, nr. 2,« til: », som behandler sagen i den læge afdeling, jf. § 3, stk. 1, nr. 9,«.
2016-1715; I § 80, stk. 2, 1. pkt., ændres »som sammensat efter § 5, stk. 1, nr. 1,« til: », som behandler sagen i en af nævnets afdelinger, jf. § 3, stk. 1, nr. 1-6,«.
2016-1715; I § 82, stk. 1, 1. pkt., ændres »jf. dog § 18 b, stk. 2-4,« til: »jf. dog § 21, stk. 2-4,«.
2016-1715; Overalt i loven ændres »Natur- og Miljøklagenævnet« til: »Miljø- og Fødevareklagenævnet«.
2016-1715; I § 60, stk. 1, ændres »som sammensat efter § 5, stk. 1, nr. 2,« til: », som behandler sagen i den læge afdeling, jf. § 3, stk. 1, nr. 9,«.
2016-1715; I § 60, stk. 2, ændres »som sammensat efter § 5, stk. 1, nr. 1,« til: », som behandler sagen i en af nævnets afdelinger, jf. § 3, stk. 1, nr. 1-6,«.
2016-1715; I § 63, stk. 2, 1. pkt., ændres »jf. dog § 18 b, stk. 2-4,« til: »jf. dog § 21, stk. 2-4,«.
2016-1715; I §§ 53 j og 53 k ændres »Natur- og Miljøklagenævnet« til: »Miljø- og Fødevareklagenævnet«.
2016-1715; I § 53 j, stk. 1, 1. pkt., ændres »som sammensat efter § 5, stk. 1, nr. 1,« til: », som behandler sagen i en af nævnets afdelinger, jf. § 3, stk. 1, nr. 1-6,«.
2016-1715; I § 53 j, stk. 2, 1. pkt., ændres »jf. dog § 18 b, stk. 2-4,« til: »jf. dog § 21, stk. 2-4,«.
2016-1715; I § 16 ændres »Natur- og Miljøklagenævnet« til: »Miljø- og Fødevareklagenævnet«.
2016-1715; I § 16, stk. 2, ændres »som sammensat efter § 5, stk. 1, nr. 2,« til: », som behandler sagen i den læge afdeling, jf. § 3, stk. 1, nr. 9,«.
2016-1715; I § 16, stk. 5, 1. pkt., ændres »jf. dog § 18 b, stk. 2-4,« til: »jf. dog § 21, stk. 2-4,«.
2016-1715; Overalt i loven ændres »Natur- og Miljøklagenævnet« til: »Miljø- og Fødevareklagenævnet«.
2016-1715; I § 29, stk. 1 og 3, ændres »som sammensat efter § 5, stk. 1, nr. 2,« til: », som behandler sagen i den læge afdeling, jf. § 3, stk. 1, nr. 9,«.
2016-1715; I § 31, stk. 2, 1. pkt., ændres »jf. dog § 18 b, stk. 2-4,« til: »jf. dog § 21, stk. 2-4,«.
2016-1715; I §§ 44 og 44 a ændres »Natur- og Miljøklagenævnet« til: »Miljø- og Fødevareklagenævnet«.
2016-1715; I § 44, stk. 2, 1. pkt., og stk. 3 og 4, ændres »som sammensat efter § 5, stk. 1, nr. 2,« til: », som behandler sagen i den læge afdeling, jf. § 3, stk. 1, nr. 9,«.
2016-1715; I § 44, stk. 9, 1. pkt., ændres »jf. dog § 18 b, stk. 2-4,« til: »jf. dog § 21, stk. 2-4,«.
2016-1715; Overalt i loven ændres »Natur- og Miljøklagenævnet« til: »Miljø- og Fødevareklagenævnet«, og »Natur- og Miljøklagenævnets« til: »Miljø- og Fødevareklagenævnets«.
2016-1715; I § 75, stk. 1, ændres »som sammensat efter § 5, stk. 1, nr. 2,« til: », som behandler sagen i den læge afdeling, jf. § 3, stk. 1, nr. 9,«.
2016-1715; I § 75, stk. 2, ændres »som sammensat efter § 5, stk. 1, nr. 1,« til: », som behandler sagen i en af nævnets afdelinger, jf. § 3, stk. 1, nr. 1-6,«.
2016-1715; I § 75, stk. 3, 1. pkt., ændres »jf. dog § 18 b, stk. 2-4,« til: »jf. dog § 21, stk. 2-4,«.
2016-1715; I § 26 ændres »Natur- og Miljøklagenævnet« til: »Miljø- og Fødevareklagenævnet«.
2016-1715; I § 26, stk. 3, ændres »som sammensat efter § 5, stk. 1, nr. 1,« til: », som behandler sagen i en af nævnets afdelinger, jf. § 3, stk. 1, nr. 1-6,«.
2016-1715; Overalt i loven ændres »Natur- og Miljøklagenævnet« til: »Miljø- og Fødevareklagenævnet«.
2016-1715; I § 77, stk. 1, ændres » som sammensat efter § 5, stk. 1, nr. 1,« til: », som behandler sagen i en af nævnets afdelinger, jf. § 3, stk. 1, nr. 1-6,«.
2016-1715; I § 77, stk. 2, ændres »som sammensat efter § 5, stk. 1, nr. 2,« til: », som behandler sagen i den læge afdeling, jf. § 3, stk. 1, nr. 9,«.
2016-1715; I § 77, stk. 3, 1. pkt., ændres »jf. dog § 18 b, stk. 2-4,« til: »jf. dog § 21, stk. 2-4,«.
2016-1715; Overalt i loven ændres »Natur- og Miljøklagenævnet« til: »Miljø- og Fødevareklagenævnet«.
2016-1715; I § 4 a ændres »som sammensat efter § 5, stk. 1, nr. 1,« til: », som behandler sagen i en af nævnets afdelinger, jf. § 3, stk. 1, nr. 1-8,«.
2016-1715; § 4 b, stk. 1, affattes således:
2016-1715; § 4 b, stk. 2, 1. pkt., affattes således:
2016-1715; § 4 b, stk. 3, ophæves.
2016-1715; Fodnoten til lovens titel affattes således:
2016-1715; Overalt i loven ændres »Natur- og Miljøklagenævnet« til: »Miljø- og Fødevareklagenævnet«.
2016-1715; I § 53, stk. 1, 1. pkt., ændres »som sammensat efter § 5, stk. 1, nr. 2,« til: », som behandler sagen i den læge afdeling, jf. § 3, stk. 1, nr. 9,«.
2016-1715; I § 56, stk. 2, 1. pkt., ændres »jf. dog § 18 b, stk. 2-4,« til: »jf. dog § 21, stk. 2-4,«.
2016-1715; Overalt i loven ændres »Natur- og Miljøklagenævnet« til: »Miljø- og Fødevareklagenævnet«, og »Natur- og Miljøklagenævnets« til: »Miljø- og Fødevareklagenævnets«.
2016-1715; I § 76, stk. 1, ændres »som sammensat efter § 5, stk. 1, nr. 1,« til: », som behandler sagen i en af nævnets afdelinger, jf. § 3, stk. 1, nr. 1-6,«.
2016-1715; I § 77, stk. 1, 1. pkt., ændres »jf. dog § 18 b, stk. 2-4,« til: »jf. dog § 21, stk. 2-4,«.
2016-1715; § 4, nr. 11-15, ophæves.
2016-1715; I § 10, stk. 3, 1. pkt., ændres »Natur- og Miljøklagenævnets« til: »Miljø- og Fødevareklagenævnets«.
2016-1715; Overalt i loven ændres »Natur- og Miljøklagenævnet« til: »Miljø- og Fødevareklagenævnet«, og »Natur- og Miljøklagenævnets« til: »Miljø- og Fødevareklagenævnets«.
2016-1715; I § 51, stk. 1, ændres »som sammensat efter § 5, stk. 1, nr. 1,« til: », som behandler sagen i en af nævnets afdelinger, jf. § 3, stk. 1, nr. 1-3, 5 og 6,«.
2016-1715; § 51, stk. 2-5, ophæves.
2016-1715; I § 51, stk. 7, der bliver stk. 3, ændres »jf. dog § 18 b, stk. 2-4,« til: »jf. dog § 21, stk. 2-4,«.
2016-1715; I § 51, stk. 11, der bliver stk. 7, ændres »stk. 7, 4. og 5. pkt., og stk. 8« til: »stk. 3, 4. og 5. pkt., og stk. 4«.
2016-1715; Overalt i loven ændres »Natur- og Miljøklagenævnet« til: »Miljø- og Fødevareklagenævnet.
2016-1715; I § 32, stk. 1, 1. pkt., ændres »jf. dog § 18 b, stk. 2-4,« til: »jf. dog § 21, stk. 2-4,«.
2016-1715; I § 34, stk. 1, ændres »som sammensat efter § 5, stk. 1, nr. 1,« til: », som behandler sagen i en af nævnets afdelinger, jf. § 3, stk. 1, nr. 1-6,«.
2016-1715; § 34, stk. 2-4, ophæves.
2016-1715; Efter § 15 indsættes:
2016-1715; Overalt i loven ændres »Natur- og Miljøklagenævnet« til: »Miljø- og Fødevareklagenævnet«.
2016-1715; I § 50 ændres »som sammensat efter § 5, stk. 1, nr. 1,« til: », som behandler sagen i en af nævnets afdelinger, jf. § 3, stk. 1, nr. 1-6,«.
2016-1715; I § 52, stk. 1, 1. pkt., ændres »jf. dog § 18 b, stk. 2-4,« til: »jf. dog § 21, stk. 2-4,«.
2016-1715; Overalt i loven ændres »Natur- og Miljøklagenævnet« til: »Miljø- og Fødevareklagenævnet«, og »Natur- og Miljøklagenævnets« til: »Miljø- og Fødevareklagenævnets«.
2016-1715; I § 15, stk. 1, ændres »som sammensat efter § 5, stk. 1, nr. 2,« til: », som behandler sagen i den læge afdeling, jf. § 3, stk. 1, nr. 9,«.
2016-1715; I § 17, stk. 2, 1. pkt., ændres »jf. dog § 18 b, stk. 2-4,« til: »jf. dog § 21, stk. 2-4,«.
2016-1715; Overalt i loven ændres »Natur- og Miljøklagenævnet« til: »Miljø- og Fødevareklagenævnet«.
2016-1715; I § 29 t, stk. 1, og to steder i stk. 2 og 3, ændres »som sammensat efter § 5, stk. 1, nr. 2,« til: », som behandler sagen i den læge afdeling, jf. § 3, stk. 1, nr. 9,«.
2016-1715; I § 29 v, stk. 2, 1. pkt., ændres »jf. dog § 18 b, stk. 2-4,« til: »jf. dog § 21, stk. 2-4,«.
2016-1715; Overalt i loven ændres »Natur- og Miljøklagenævnet« til: »Miljø- og Fødevareklagenævnet«.
2016-1715; I § 19 ændres »som sammensat efter § 5, stk. 1, nr. 2,« til: », som behandler sagen i den læge afdeling, jf. § 3, stk. 1, nr. 9,«.
2016-1715; I § 21, stk. 2, 1. pkt., ændres »jf. dog § 18 b, stk. 2-4,« til: »jf. dog § 21, stk. 2-4,«.
2016-1715; Efter § 58 b indsættes:
2016-1715; Efter § 59 indsættes:
2016-1715; Overalt i § 60 ændres »Natur- og Miljøklagenævnet« til: »Miljø- og Fødevareklagenævnet«.
2016-1715; I § 60, stk. 1, 1. pkt., indsættes efter »klage«: »til Miljø- og Fødevareklagenævnet«.
2016-1715; I § 60, stk. 2, 1. pkt., ændres »§ 18 b, stk. 2-4,« til: »§ 21, stk. 2-4,«, og i § 60, stk. 2, 4. pkt., udgår », jf. dog stk. 5«.
2016-1715; § 60, stk. 5 og 9, ophæves.
2016-1715; I § 60, stk. 8, 1. pkt., bliver stk. 7, 1. pkt., ændres »§ 58, stk. 1, nr. 3, 4 og 5,« til: »§ 58 c«, efter »kommunalbestyrelsen« indsættes: », regionsrådet«, og »erhvervs- og vækstministeren« ændres til: »miljø- og fødevareministeren«.
2016-1715; Efter § 7 indsættes:
2016-1715; Efter § 11 indsættes:
2016-1715; Efter § 9 indsættes:
2016-1715; Efter § 16 indsættes:
2016-1715; I § 17, stk. 3, ændres »miljø- og fødevareministeren« til: »Miljø- og Fødevareklagenævnet«
2016-1715; Efter § 17 indsættes i kapitel 7:
2016-1715; Efter § 15 indsættes i kapitel 5:
2016-1715; I § 8 b ændres »miljø- og fødevareministeren« til: »Miljø- og Fødevareklagenævnet, som behandler sagen i afdelingen omhandlet i § 3, stk. 1, nr. 5, i lov om Miljø- og Fødevareklagenævnet, og kan dermed ikke indbringes for anden administrativ myndighed.«
2016-1715; § 8 b, 3. pkt., ophæves.
2016-1715; I § 8 b indsættes som stk. 2:
2016-1715; Efter § 10 indsættes:
2016-1715; Efter § 27 indsættes i kapitel 6:
2016-1715; Efter § 18 indsættes før overskriften før § 19:
2016-1715; Efter § 10 indsættes:
2016-1715; Efter § 5 indsættes:
2016-1715; Efter § 58 indsættes:
2016-1715; I § 24 d indsættes som stk. 2 og 3:
2016-1715; I § 7 b indsættes som stk. 2 og 3:
2016-1715; I § 9 c indsættes som stk. 2 og 3:
2016-1715; Efter § 15 b indsættes i kapitel 6 b:
2016-1715; Efter § 36 indsættes:
2016-1715; Efter § 14 indsættes:
2016-1715; Efter § 17 indsættes :
2016-1715; I § 32 a indsættes som stk. 2 og 3:
2016-1715; Efter § 4 indsættes:
2016-1715; Efter § 38 indsættes:
2016-1715; I § 13, stk. 7, ændres: »Fødevareministeriets Klagecenter« til: »Miljø- og Fødevareklagenævnet«.
2016-1715; Efter § 13, stk. 7, indsættes som stk. 8:
2016-1715; Efter § 11 indsættes i kapitel 2:
2016-1715; Efter § 13 indsættes:
2016-1715; Efter § 11 indsættes i kapitel 2:
2016-1715; Efter § 13 indsættes:
2016-1715; Overalt i loven ændres »Natur- og Miljøklagenævnet« til: »Miljø- og Fødevareklagenævnet«.
2016-1715; I § 18, stk. 1, 1. pkt., og § 18, stk. 2, ændres »som sammensat efter § 5, stk. 1, nr. 2,« til: », som behandler sagen i den læge afdeling, jf. § 3, stk. 1, nr. 9,«.
2016-1715; I § 18 a, stk. 4, 1. pkt., ændres »jf. dog § 18 b, stk. 2-4,« til: »jf. dog § 21, stk. 2-4,«.
2016-1715; Efter § 4 indsættes:
2016-1715; Efter § 22 a indsættes i kapitel 4:
2016-1715; I § 19, stk. 3, ændres »miljø- og fødevareministeren« til: »Miljø- og Fødevareklagenævnet«.
2016-1715; I § 19, stk. 4, ændres »ministeren« til: »Miljø- og Fødevareklagenævnet«.
2016-1715; I § 19 indsættes som stk. 7 og 8:
2016-1715; Efter § 18 indsættes i kapitel 6:
2016-1715; I § 19, stk. 2, udgår »til ministeren«.
2016-1715; Efter § 66 indsættes i kapitel 13:
2016-1715; I § 110, stk. 1, 2. pkt., og stk. 2, 2. pkt., ændres »ministeren« til: »Miljø- og Fødevareklagenævnet«.
2016-1715; Efter § 110 indsættes:
2016-1715; Efter § 16 indsættes:
2016-1715; Efter § 3 indsættes:
2016-1715; Efter § 17 indsættes:
2016-1715; Efter § 12 indsættes:
2016-1715; Efter § 36 indsættes:
2016-1715; Efter § 4 indsættes:
2016-1715; Efter § 23 indsættes før overskriften før § 24:
2016-1715; Overalt i loven ændres »Natur- og Miljøklagenævnet« til: »Miljø- og Fødevareklagenævnet«, og »Natur- og Miljøklagenævnets« til: »Miljø- og Fødevareklagenævnets«.
2016-1715; I § 48, stk. 3 og 4, og § 49, stk. 1, ændres »som sammensat efter § 5, stk. 1, nr. 2,« til: », som behandler sagen i den læge afdeling, jf. § 3, stk. 1, nr. 9,«.
2016-1715; I § 49, stk. 2, ændres »som sammensat efter § 5, stk. 1, nr. 1,« til: », som behandler sagen i en af nævnets afdelinger, jf. § 3, stk. 1, nr. 1-6,«.
2016-1715; I § 52, stk. 1, 1. pkt., ændres »§ 18 b, stk. 2-4,« til: »§ 21, stk. 2-4,«.
2016-1715; Overalt i loven ændres »Natur- og Miljøklagenævnet« til: »Miljø- og Fødevareklagenævnet«.
2016-1715; I § 36 ændres »som sammensat efter § 5, stk. 1, nr. 2,« til: », som behandler sagen i den læge afdeling, jf. § 3, stk. 1, nr. 9,«.
2016-1715; § 38, stk. 2 og 3, ophæves, og i stedet indsættes som stk. 2-5:
2016-1715; Overalt i loven ændres »Natur- og Miljøklagenævnet« til: »Miljø- og Fødevareklagenævnet«.
2016-1715; I § 19, stk. 2, ændres »som sammensat efter § 5, stk. 1, nr. 2,« til: », som behandler sagen i den læge afdeling, jf. § 3, stk. 1, nr. 9,«.
2016-1715; I § 19, stk. 6, ændres »§ 18 b, stk. 2-4,« til: »§ 21, stk. 2-4,«.
2016-1715; I § 22, stk. 3, ændres »miljø- og fødevareministeren« til: »Miljø- og Fødevareklagenævnet«.
2016-1715; Efter § 22 indsættes før overskriften før § 23:
2016-1715; I § 21, stk. 4, ændres »miljø- og fødevareministeren« til: »Miljø- og Fødevareklagenævnet«.
2016-1715; Efter § 21 indsættes i kapitel 4:
2016-1717; I § 2, stk. 2, nr. 2, og § 64, stk. 2, 1. pkt., og stk. 3, ændres »hans« til: »dennes«.
2016-1717; I § 11, 1. pkt., ændres »hans« til: »arbejdslederens«.
2016-1717; Overskriften til kapitel 3 affattes således:
2016-1717; I § 14, stk. 1, og § 73, 2. pkt., ændres »§ 66, stk. 2, 3. pkt.« til: »§ 66, stk. 3, 3. pkt.«
2016-1717; I § 14, stk. 1, § 66, stk. 2, 3. pkt., der bliver stk. 3, 3. pkt., § 68 a, stk. 1 og 3, og § 72, stk. 1, nr. 1, ændres »branchearbejdsmiljøråd« til: »branchefællesskaber for arbejdsmiljø«.
2016-1717; I § 14, stk. 2, 1. pkt., stk. 3, 1. pkt., og stk. 4 og 5, og § 14 a, stk. 1, 1. og 2. pkt., ændres »branchearbejdsmiljøråd« til: »branchefællesskab for arbejdsmiljø«.
2016-1717; I § 14, stk. 2, 1. pkt., ændres »rådet« til: »branchefællesskabet«.
2016-1717; I § 14, stk. 2, 2. pkt., ændres »råd« til: »branchefællesskab«.
2016-1717; I § 14 a, stk. 1, 1. pkt., ændres »rådets« til: »branchefællesskabets«.
2016-1717; I § 14 a, stk. 1, 2. pkt., indsættes efter »inden for branchen«: »og deltage i tværgående aktiviteter iværksat af Arbejdsmiljørådet efter § 66, stk. 6«.
2016-1717; I § 14 a, stk. 2, ændres »branchearbejdsmiljørådenes opbygning« til: »branchefællesskaberne for arbejdsmiljø, deres opbygning«.
2016-1717; I § 14 a, stk. 2 og stk. 3, 1. pkt., ændres »rådenes« til: »branchefællesskabernes«.
2016-1717; I § 26, stk. 1, 1. pkt., og stk. 2, 2. pkt., ændres »han« til: »denne«, i stk. 1, 2. pkt., ændres »Han« til: »Arbejdslederen«, i stk. 2, 1. pkt., ændres »han« til: »arbejdslederen«, og i stk. 2, 2. pkt., ændres »hans« til: »arbejdslederens«.
2016-1717; I § 32, stk. 2, 2. pkt., ændres »han« til: »reparatøren«.
2016-1717; § 66, stk. 1, nr. 2, affattes således:
2016-1717; I § 66 indsættes efter stk. 1 som nyt stykke:
2016-1717; I § 66, stk. 2, 1. pkt., der bliver stk. 3, 1. pkt., indsættes efter »betydning for arbejdsmiljøet«: »og arbejdsskadeområdet«.
2016-1717; I § 66, stk. 4, der bliver stk. 5, ændres »arbejdsmiljøområdet« til: »arbejdsmiljø- og arbejdsskadeområdet«.
2016-1717; I § 66 indsættes som stk. 6 og 7:
2016-1717; I § 68, stk. 1, ændres »og branchearbejdsmiljørådenes« til: », indsatsen fra branchefællesskaberne for arbejdsmiljø«.
2016-1717; § 68, stk. 2, 2. pkt., affattes således:
2016-1717; § 68, stk. 3, affattes således:
2016-1717; I § 68 a, stk. 1, indsættes efter »Arbejdsmiljørådets aktiviteter,«: »herunder til tværgående aktiviteter, jf. § 66, stk. 6,«.
2016-1717; § 68 a, stk. 5, affattes således:
2016-1717; I § 68 a, stk. 6, 1. pkt., ændres »planer for branchearbejdsmiljørådenes virksomhed, regnskabsaflæggelse og efterregulering m.v.« til: »årsplaner, som branchefællesskaberne for arbejdsmiljø skal udarbejde, regnskabsaflæggelse og efterregulering m.v. for branchefællesskaberne for arbejdsmiljø«.
2016-1717; I § 73, 2. pkt., ændres »§ 66, stk. 3« til: »§ 66, stk. 4«.
2016-1717; § 81 a, stk. 1, nr. 9, ophæves.
2016-1717; § 81 a, stk. 2, affattes således:
2016-1717; I § 10 a, stk. 3, 1. pkt., ændres »Arbejdsskadestyrelsen« til: »Arbejdsmarkedets Erhvervssikring«.
2016-1717; § 35, stk. 1, affattes således:
2016-1717; § 35, stk. 7, affattes således:
2016-1717; § 42, stk. 2, affattes således:
2016-1717; § 49, stk. 1, 2. pkt., affattes således:
2016-1717; § 55, stk. 3, 2. og 3. pkt., affattes således:
2016-1717; § 63 a, stk. 3, 1. pkt., affattes således:
2016-1717; § 66, stk. 5, affattes således:
2016-1717; § 68, stk. 2, nr. 3, affattes således:
2016-1717; § 69 a, stk. 3, affattes således:
2016-1717; § 71 affattes således:
2016-1717; § 73, stk. 1, affattes således:
2016-1717; § 73 a affattes således:
2016-1717; § 74 affattes således:
2016-1717; I § 1 indsættes efter stk. 1 som nyt stykke:
2016-1717; I § 7 a, stk. 5, 1. pkt., ændres »stk. 1 og 2« til: »stk. 1-3«.
2016-1717; I § 7 b, stk. 1, nr. 3, ændres »den udstationerede lønmodtager« til: »lønmodtageren«.
2016-1717; § 1, nr. 3, ophæves.
2016-1718; I § 52 a indsættes som stk. 6:
2016-1718; I § 52 e indsættes som stk. 2:
2016-1718; I § 62 a, stk. 2, indsættes efter 1. pkt.:
